date,price
25-11-09,56.47
27-11-09,56.41
30-11-09,55.59
1/12/2009,55.06
2/12/2009,55.13
3/12/2009,55.01
4/12/2009,55.09
7/12/2009,54.84
8/12/2009,55.2
9/12/2009,56.27
10/12/2009,56.02
11/12/2009,56.26
14-12-09,55.78
15-12-09,55.27
16-12-09,54.5
17-12-09,55.26
18-12-09,55.65
21-12-09,56.14
22-12-09,56.27
23-12-09,55.91
24-12-09,56.45
28-12-09,57
29-12-09,56.66
30-12-09,56.07
31-12-09,56.24
4/1/2010,55.64
5/1/2010,55.37
6/1/2010,55.57
7/1/2010,56.14
8/1/2010,56.22
11/1/2010,55.09
12/1/2010,54.85
13-01-10,54.39
14-01-10,54.23
15-01-10,54.98
19-01-10,56.47
20-01-10,56.46
21-01-10,57
22-01-10,56.14
25-01-10,55.81
26-01-10,55.54
27-01-10,56.12
28-01-10,56.95
29-01-10,57.17
1/2/2010,57.17
2/2/2010,57.07
3/2/2010,56.74
4/2/2010,56.71
5/2/2010,56.61
8/2/2010,57.44
9/2/2010,57.14
10/2/2010,56.87
11/2/2010,56.7
12/2/2010,56.68
16-02-10,57.05
17-02-10,57.5
18-02-10,58.2
19-02-10,58.78
22-02-10,59.28
23-02-10,58.92
24-02-10,58.33
25-02-10,59.5
26-02-10,59.43
1/3/2010,59.2
2/3/2010,59.02
3/3/2010,58.64
4/3/2010,59.14
5/3/2010,58.61
8/3/2010,59.16
9/3/2010,59.24
10/3/2010,60.29
11/3/2010,61.48
12/3/2010,61.72
15-03-10,62.64
16-03-10,62.28
17-03-10,62.83
18-03-10,62.17
19-03-10,63.58
22-03-10,64.53
23-03-10,63.57
24-03-10,63.98
25-03-10,63.41
26-03-10,63.97
29-03-10,63.99
30-03-10,64.22
31-03-10,64.45
1/4/2010,63.6
5/4/2010,63.25
6/4/2010,63.54
7/4/2010,62.5
8/4/2010,61.97
9/4/2010,61.59
12/4/2010,61.93
13-04-10,60.61
14-04-10,60.6
15-04-10,61.05
16-04-10,61.66
19-04-10,62.14
20-04-10,62
21-04-10,62.42
22-04-10,61.92
23-04-10,62.17
26-04-10,62.66
27-04-10,62.97
28-04-10,63.36
29-04-10,63.42
30-04-10,63.61
3/5/2010,63.59
4/5/2010,62.89
5/5/2010,62.44
6/5/2010,62.78
7/5/2010,62.3
10/5/2010,61.45
11/5/2010,61.9
12/5/2010,61.84
13-05-10,62.32
14-05-10,62.66
17-05-10,62.59
18-05-10,62.65
19-05-10,62.28
20-05-10,63.48
21-05-10,63.01
24-05-10,63.2
25-05-10,63.39
26-05-10,63.09
27-05-10,63.81
28-05-10,63.73
1/6/2010,62.83
2/6/2010,62.43
3/6/2010,63.89
4/6/2010,64.03
7/6/2010,65.21
8/6/2010,64.06
9/6/2010,63.37
10/6/2010,62.92
11/6/2010,63.57
14-06-10,63.25
15-06-10,63.79
16-06-10,63.59
17-06-10,64.01
18-06-10,64.26
21-06-10,64.48
22-06-10,64.74
23-06-10,64.77
24-06-10,64.87
25-06-10,64.87
28-06-10,64.38
29-06-10,63.85
30-06-10,63.98
1/7/2010,64.07
2/7/2010,63.63
6/7/2010,63.43
7/7/2010,63.67
8/7/2010,65.12
9/7/2010,65.1
12/7/2010,64.94
13-07-10,65.21
14-07-10,65.53
15-07-10,65.93
16-07-10,66.07
19-07-10,66.38
20-07-10,66.68
21-07-10,66.53
22-07-10,67.01
23-07-10,67.35
26-07-10,66.8
27-07-10,66.9
28-07-10,67.26
29-07-10,67.07
30-07-10,67.24
2/8/2010,66.72
3/8/2010,67.58
4/8/2010,68.03
5/8/2010,67.81
6/8/2010,67.7
9/8/2010,68.76
10/8/2010,68.68
11/8/2010,68.53
12/8/2010,68.92
13-08-10,69.42
16-08-10,69.16
17-08-10,69.03
18-08-10,69.92
19-08-10,70.34
20-08-10,70.36
23-08-10,71.03
24-08-10,71.15
25-08-10,71.02
26-08-10,70.53
27-08-10,70.34
30-08-10,71.52
31-08-10,70.59
1/9/2010,71.42
2/9/2010,70.64
3/9/2010,70.66
7/9/2010,69.42
8/9/2010,68.01
9/9/2010,70.58
10/9/2010,70.48
13-09-10,70.67
14-09-10,70.5
15-09-10,69.59
16-09-10,70.14
17-09-10,70.02
20-09-10,69.4
21-09-10,67.66
22-09-10,67.86
23-09-10,67.66
24-09-10,67.84
27-09-10,66.01
28-09-10,67.2
29-09-10,66.87
30-09-10,66.36
1/10/2010,67.77
4/10/2010,67.85
5/10/2010,66.7
6/10/2010,66.75
7/10/2010,68.38
8/10/2010,68.26
11/10/2010,69.37
12/10/2010,69.54
13-10-10,69.3
14-10-10,70.4
15-10-10,70.29
18-10-10,70.05
19-10-10,69.88
20-10-10,69.92
21-10-10,68.64
22-10-10,68.63
25-10-10,67.73
26-10-10,67.42
27-10-10,67.33
28-10-10,66.46
29-10-10,65.87
1/11/2010,66.71
2/11/2010,66.14
3/11/2010,66.11
4/11/2010,67.31
5/11/2010,69.02
8/11/2010,69.22
9/11/2010,69.94
10/11/2010,70.84
11/11/2010,70.9
12/11/2010,71.33
15-11-10,69.94
16-11-10,69.91
17-11-10,70.87
18-11-10,70.11
19-11-10,71.4
22-11-10,69.9
23-11-10,70.87
24-11-10,70.4
26-11-10,69.77
29-11-10,69.38
30-11-10,69.73
1/12/2010,70.25
2/12/2010,70.45
3/12/2010,70.69
6/12/2010,70.45
7/12/2010,71.74
8/12/2010,72.92
9/12/2010,72.84
10/12/2010,71.57
13-12-10,72.06
14-12-10,71.89
15-12-10,71.79
16-12-10,73.22
17-12-10,73.25
20-12-10,72.97
21-12-10,73.08
22-12-10,73.34
23-12-10,72.72
27-12-10,73.19
28-12-10,73.16
29-12-10,73.99
30-12-10,72.74
31-12-10,73.06
3/1/2011,74.54
4/1/2011,75.02
5/1/2011,75.09
6/1/2011,75.8
7/1/2011,76.08
10/1/2011,74.37
11/1/2011,75.01
12/1/2011,74.57
13-01-11,73.94
14-01-11,74.71
18-01-11,74.8
19-01-11,74.32
20-01-11,75.11
21-01-11,75.51
24-01-11,75.13
25-01-11,74.64
26-01-11,75.1
27-01-11,74.76
28-01-11,74.63
31-01-11,74.45
1/2/2011,74.51
2/2/2011,74.92
3/2/2011,74.95
4/2/2011,75.82
7/2/2011,75.56
8/2/2011,75.86
9/2/2011,76.1
10/2/2011,75.59
11/2/2011,75.58
14-02-11,75.75
15-02-11,77.04
16-02-11,77.48
17-02-11,77.32
18-02-11,76.99
22-02-11,77.41
23-02-11,78.44
24-02-11,78.55
25-02-11,78.7
28-02-11,78.76
1/3/2011,77.48
2/3/2011,77.48
3/3/2011,77.77
4/3/2011,77.88
7/3/2011,78.4
8/3/2011,78.5
9/3/2011,79.18
10/3/2011,79.3
11/3/2011,79.31
14-03-11,79.1
15-03-11,79.5
16-03-11,79.7
17-03-11,78.85
18-03-11,79.07
21-03-11,77.42
22-03-11,78.37
23-03-11,79.02
24-03-11,79.64
25-03-11,79.52
28-03-11,79.01
29-03-11,79.48
30-03-11,78.54
31-03-11,78.26
1/4/2011,78.3
4/4/2011,79.29
5/4/2011,79.38
6/4/2011,79.76
7/4/2011,79.58
8/4/2011,80.34
11/4/2011,78.74
12/4/2011,77.61
13-04-11,77.56
14-04-11,77.11
15-04-11,77.11
18-04-11,76.98
19-04-11,76.71
20-04-11,76.81
21-04-11,76.92
25-04-11,76.86
26-04-11,77.01
27-04-11,76.96
28-04-11,76.43
29-04-11,76.43
2/5/2011,76.99
3/5/2011,76.76
4/5/2011,76.76
5/5/2011,76.6
6/5/2011,74.31
9/5/2011,74.66
10/5/2011,74.21
11/5/2011,74.37
12/5/2011,73.56
13-05-11,73.9
16-05-11,73.61
17-05-11,72.67
18-05-11,74.06
19-05-11,74.68
20-05-11,75.35
23-05-11,75.16
24-05-11,75.01
25-05-11,75.38
26-05-11,75.48
27-05-11,75.17
31-05-11,74.35
1/6/2011,73.28
2/6/2011,73.67
3/6/2011,73.47
6/6/2011,73.64
7/6/2011,73.83
8/6/2011,74.05
9/6/2011,73.45
10/6/2011,75.36
13-06-11,75.93
14-06-11,75.76
15-06-11,76.14
16-06-11,76.24
17-06-11,76.15
20-06-11,76.02
21-06-11,75.98
22-06-11,76.13
23-06-11,75.7
24-06-11,75.19
27-06-11,75.21
28-06-11,74.44
29-06-11,75.68
30-06-11,74.89
1/7/2011,74.69
5/7/2011,76.24
6/7/2011,76.03
7/7/2011,76.29
8/7/2011,75.54
11/7/2011,75.78
12/7/2011,76.68
13-07-11,76.73
14-07-11,75.67
15-07-11,75.12
18-07-11,73.38
19-07-11,73.4
20-07-11,72.99
21-07-11,73.76
22-07-11,73.87
25-07-11,74.53
26-07-11,74.93
27-07-11,75.25
28-07-11,75
29-07-11,75.37
1/8/2011,75.81
2/8/2011,76.09
3/8/2011,75.99
4/8/2011,76.39
5/8/2011,76.6
8/8/2011,76.72
9/8/2011,76.01
10/8/2011,76.04
11/8/2011,76.25
12/8/2011,76.66
15-08-11,76.89
16-08-11,77.07
17-08-11,77.38
18-08-11,77
19-08-11,76.6
22-08-11,78.4
23-08-11,76.91
24-08-11,77.13
25-08-11,76.94
26-08-11,77.87
29-08-11,78.03
30-08-11,78.31
31-08-11,78.64
1/9/2011,78.94
2/9/2011,79.07
6/9/2011,78.6
7/9/2011,78.7
8/9/2011,79.31
9/9/2011,79.71
12/9/2011,79.51
13-09-11,80.66
14-09-11,80.74
15-09-11,81.14
16-09-11,80.93
19-09-11,81.5
20-09-11,82.51
21-09-11,82.33
22-09-11,82.5
23-09-11,82.64
26-09-11,82.72
27-09-11,82.43
28-09-11,81.62
29-09-11,81.54
30-09-11,80.98
3/10/2011,80.75
4/10/2011,80.54
5/10/2011,80.7
6/10/2011,81.14
7/10/2011,81.15
10/10/2011,81.26
11/10/2011,80.36
12/10/2011,80.73
13-10-11,81.47
14-10-11,81.24
17-10-11,81.81
18-10-11,82.52
19-10-11,82.69
20-10-11,82.8
21-10-11,82.65
24-10-11,82.29
25-10-11,81.84
26-10-11,82.32
27-10-11,84.35
28-10-11,84.57
31-10-11,84.32
1/11/2011,85.65
2/11/2011,85.64
3/11/2011,85.86
4/11/2011,86.06
7/11/2011,85.6
8/11/2011,85.35
9/11/2011,84.99
10/11/2011,84.96
11/11/2011,85.81
14-11-11,85.48
15-11-11,85.4
16-11-11,86.21
17-11-11,86.27
18-11-11,86.54
21-11-11,88.56
22-11-11,88.12
23-11-11,88.02
25-11-11,87.09
28-11-11,86.78
29-11-11,86.48
30-11-11,86.39
1/12/2011,85.06
2/12/2011,85.54
5/12/2011,84.28
6/12/2011,85.08
7/12/2011,82.11
8/12/2011,85.96
9/12/2011,84.08
12/12/2011,86.28
13-12-11,86.5
14-12-11,86.82
15-12-11,86.67
16-12-11,87.5
19-12-11,85.61
20-12-11,87.23
21-12-11,87.76
22-12-11,89.53
23-12-11,90.13
27-12-11,88.71
28-12-11,89.93
29-12-11,90.79
30-12-11,90.78
3/1/2012,90.41
4/1/2012,90.07
5/1/2012,89.09
6/1/2012,88.82
9/1/2012,89.29
10/1/2012,88.61
11/1/2012,85.03
12/1/2012,86.19
13-01-12,86.12
17-01-12,86.75
18-01-12,88.07
19-01-12,88.29
20-01-12,88.81
23-01-12,89.31
24-01-12,87.52
25-01-12,85.99
26-01-12,87.37
27-01-12,89.34
30-01-12,89.74
31-01-12,88.03
1/2/2012,88.78
2/2/2012,87.82
3/2/2012,86.02
6/2/2012,86.48
7/2/2012,85.83
8/2/2012,87.11
9/2/2012,87.2
10/2/2012,88.51
13-02-12,89.34
14-02-12,88.36
15-02-12,89.31
16-02-12,89.94
17-02-12,88.66
21-02-12,89.64
22-02-12,89.62
23-02-12,89.01
24-02-12,92.32
27-02-12,92.01
28-02-12,91.77
29-02-12,91.78
1/3/2012,93.51
2/3/2012,93.29
5/3/2012,92.85
6/3/2012,91.91
7/3/2012,92.53
8/3/2012,93
9/3/2012,93.81
12/3/2012,94.62
13-03-12,94.6
14-03-12,92.65
15-03-12,93.26
16-03-12,94.76
19-03-12,94.06
20-03-12,94.47
21-03-12,93.15
22-03-12,92.29
23-03-12,92.74
26-03-12,92.28
27-03-12,92.65
28-03-12,91.87
29-03-12,92.1
30-03-12,93.76
2/4/2012,93.46
3/4/2012,95.52
4/4/2012,95.5
5/4/2012,95.7
9/4/2012,95.35
10/4/2012,96.01
11/4/2012,96.45
12/4/2012,96.92
13-04-12,98.03
16-04-12,98.48
17-04-12,98
18-04-12,97.61
19-04-12,98.14
20-04-12,97.49
23-04-12,97.24
24-04-12,98.82
25-04-12,99.2
26-04-12,98.6
27-04-12,100.15
30-04-12,100.55
1/5/2012,99.58
2/5/2012,100.81
3/5/2012,100.33
4/5/2012,98.84
7/5/2012,99.39
8/5/2012,99.83
9/5/2012,100.6
10/5/2012,99.64
11/5/2012,99.7
14-05-12,99.93
15-05-12,100.57
16-05-12,100.35
17-05-12,100.55
18-05-12,101.56
21-05-12,101.26
22-05-12,101.74
23-05-12,100.95
24-05-12,98.75
25-05-12,99.23
29-05-12,99.18
30-05-12,98.69
31-05-12,98.69
1/6/2012,99.05
4/6/2012,98.4
5/6/2012,98.62
6/6/2012,100.01
7/6/2012,99.49
8/6/2012,100.91
11/6/2012,100.05
12/6/2012,99.99
13-06-12,99.47
14-06-12,99.65
15-06-12,99.55
18-06-12,98.61
19-06-12,99.26
20-06-12,99.99
21-06-12,100.49
22-06-12,100.66
25-06-12,100.81
26-06-12,100.32
27-06-12,100.36
28-06-12,99.78
29-06-12,99.28
2/7/2012,99.25
3/7/2012,99.5
5/7/2012,99.94
6/7/2012,99.89
9/7/2012,100.18
10/7/2012,96.96
11/7/2012,96.84
12/7/2012,96.66
13-07-12,96.78
16-07-12,97.29
17-07-12,98.04
18-07-12,97.66
19-07-12,97.73
20-07-12,97.65
23-07-12,96.72
24-07-12,95.8
25-07-12,95.55
26-07-12,96.97
27-07-12,97.34
30-07-12,97.08
31-07-12,97.64
1/8/2012,98.1
2/8/2012,98.36
3/8/2012,99.4
6/8/2012,97.48
7/8/2012,98.62
8/8/2012,98.88
9/8/2012,97.67
10/8/2012,98.56
13-08-12,97.64
14-08-12,96.97
15-08-12,96.58
16-08-12,97.11
17-08-12,97.34
20-08-12,95.28
21-08-12,95.94
22-08-12,95.19
23-08-12,94.59
24-08-12,95.22
27-08-12,95.83
28-08-12,97.38
29-08-12,97.45
30-08-12,97.2
31-08-12,97.51
4/9/2012,97.04
5/9/2012,95.87
6/9/2012,95.51
7/9/2012,93.55
10/9/2012,91.93
11/9/2012,91.87
12/9/2012,91.9
13-09-12,90.88
14-09-12,91.01
17-09-12,91.43
18-09-12,89.62
19-09-12,89.85
20-09-12,91.27
21-09-12,91.34
24-09-12,91.48
25-09-12,91.53
26-09-12,91.05
27-09-12,90.9
28-09-12,90.11
1/10/2012,89.34
2/10/2012,86.71
3/10/2012,86.32
4/10/2012,87.08
5/10/2012,88.66
8/10/2012,88.38
9/10/2012,87.75
10/10/2012,86.59
11/10/2012,87.51
12/10/2012,87.97
15-10-12,89.72
16-10-12,90.5
17-10-12,90.24
18-10-12,89.6
19-10-12,88.65
22-10-12,87.64
23-10-12,88.35
24-10-12,88.12
25-10-12,89.1
26-10-12,88.33
31-10-12,88.18
1/11/2012,88.53
2/11/2012,88.08
5/11/2012,88.58
6/11/2012,89.3
7/11/2012,89.66
8/11/2012,89.8
9/11/2012,90.25
12/11/2012,89.53
13-11-12,91.93
14-11-12,92.29
15-11-12,91.65
16-11-12,91.89
19-11-12,92.22
20-11-12,92.76
21-11-12,91.58
23-11-12,88.94
26-11-12,88.06
27-11-12,88.04
28-11-12,89
29-11-12,89.19
30-11-12,89.33
3/12/2012,89.36
4/12/2012,89.43
5/12/2012,89.59
6/12/2012,89.59
7/12/2012,89.69
10/12/2012,89.01
11/12/2012,87.53
12/12/2012,87.15
13-12-12,88.2
14-12-12,87.9
17-12-12,88.12
18-12-12,87.81
19-12-12,87.46
20-12-12,87.36
21-12-12,88.17
24-12-12,88.52
26-12-12,88.55
27-12-12,88.25
28-12-12,88.92
31-12-12,89.54
2/1/2013,89.14
3/1/2013,89.65
4/1/2013,88.7
7/1/2013,89.49
8/1/2013,89.05
9/1/2013,89.06
10/1/2013,90.67
11/1/2013,91.02
14-01-13,91.3
15-01-13,91.2
16-01-13,90.82
17-01-13,91.57
18-01-13,91.7
22-01-13,92.14
23-01-13,93.08
24-01-13,92.83
25-01-13,93.15
28-01-13,93.71
29-01-13,93.71
30-01-13,92.86
31-01-13,93.2
1/2/2013,93.27
4/2/2013,91.75
5/2/2013,91.99
6/2/2013,90.93
7/2/2013,90.35
8/2/2013,91.03
11/2/2013,91
12/2/2013,91.54
13-02-13,92.11
14-02-13,92.4
15-02-13,92.36
19-02-13,92.51
20-02-13,93.5
21-02-13,94.09
22-02-13,93.68
25-02-13,92.86
26-02-13,88.72
27-02-13,88.45
28-02-13,87.96
1/3/2013,87.28
4/3/2013,87.33
5/3/2013,86.71
6/3/2013,86.8
7/3/2013,86.8
8/3/2013,86.86
11/3/2013,87.46
12/3/2013,87.97
13-03-13,86.86
14-03-13,85.13
15-03-13,84.74
18-03-13,84.88
19-03-13,84.64
20-03-13,84.62
21-03-13,84.05
22-03-13,84.12
25-03-13,85.04
26-03-13,85.68
27-03-13,86.01
28-03-13,87.05
1/4/2013,86.24
2/4/2013,85.92
3/4/2013,86.52
4/4/2013,86.49
5/4/2013,87.04
8/4/2013,87.06
9/4/2013,87.2
10/4/2013,86.97
11/4/2013,88.09
12/4/2013,88.48
15-04-13,89.41
16-04-13,89.62
17-04-13,89.31
18-04-13,89.17
19-04-13,88.88
22-04-13,89.91
23-04-13,90.52
24-04-13,89.71
25-04-13,90.04
26-04-13,90.18
29-04-13,89.29
30-04-13,88.74
1/5/2013,88.72
2/5/2013,87.58
3/5/2013,88.21
6/5/2013,90.12
7/5/2013,90.63
8/5/2013,89.85
9/5/2013,90.91
10/5/2013,90.94
13-05-13,90.81
14-05-13,91.4
15-05-13,91.73
16-05-13,91.53
17-05-13,91.51
20-05-13,91.1
21-05-13,91.76
22-05-13,92.26
23-05-13,92.95
24-05-13,93.48
28-05-13,93.31
29-05-13,93.72
30-05-13,94.36
31-05-13,94.92
3/6/2013,94.67
4/6/2013,95.29
5/6/2013,95.95
6/6/2013,94.6
7/6/2013,94.91
10/6/2013,95.07
11/6/2013,94.63
12/6/2013,94.87
13-06-13,95.17
14-06-13,95.1
17-06-13,94
18-06-13,93.56
19-06-13,93.9
20-06-13,93.85
21-06-13,93.91
24-06-13,94.14
25-06-13,95.25
26-06-13,96.14
27-06-13,96.22
28-06-13,95.73
1/7/2013,95.9
2/7/2013,95.68
3/7/2013,95.07
5/7/2013,95.81
8/7/2013,96.81
9/7/2013,97.09
10/7/2013,98.71
11/7/2013,98.89
12/7/2013,98.76
15-07-13,99.38
16-07-13,99.31
17-07-13,99.67
18-07-13,98.57
19-07-13,98.4
22-07-13,98.77
23-07-13,98.53
24-07-13,99.27
25-07-13,98.24
26-07-13,98.5
29-07-13,98.9
30-07-13,99.69
31-07-13,99.05
1/8/2013,100.26
2/8/2013,99.25
5/8/2013,100.63
6/8/2013,101.42
7/8/2013,101.5
8/8/2013,101.06
9/8/2013,101.49
12/8/2013,101.99
13-08-13,103.59
14-08-13,102.15
15-08-13,103.04
16-08-13,102.54
19-08-13,101.91
20-08-13,99.92
21-08-13,99.32
22-08-13,99.76
23-08-13,101.02
26-08-13,100.94
27-08-13,100.89
28-08-13,102.18
29-08-13,102.14
30-08-13,101.38
3/9/2013,102.06
4/9/2013,102.92
5/9/2013,102.07
6/9/2013,102.29
9/9/2013,100.95
10/9/2013,99.69
11/9/2013,100.2
12/9/2013,100.38
13-09-13,101.2
16-09-13,101.95
17-09-13,101.12
18-09-13,101.54
19-09-13,101.54
20-09-13,102.14
23-09-13,101.74
24-09-13,101.03
25-09-13,100.29
26-09-13,101.24
27-09-13,99.05
30-09-13,97.07
1/10/2013,96.57
2/10/2013,97.96
3/10/2013,98.37
4/10/2013,96.42
7/10/2013,96.68
8/10/2013,98.28
9/10/2013,99.53
10/10/2013,98.23
11/10/2013,98.24
14-10-13,98.88
15-10-13,98.42
16-10-13,98.74
17-10-13,99.75
18-10-13,98.81
21-10-13,96.79
22-10-13,97.23
23-10-13,97.29
24-10-13,97.52
25-10-13,98.84
28-10-13,99.65
29-10-13,99
30-10-13,99.82
31-10-13,99.93
1/11/2013,100.35
4/11/2013,99.86
5/11/2013,99.88
6/11/2013,99.99
7/11/2013,99.98
8/11/2013,100.79
11/11/2013,101.58
12/11/2013,100.75
13-11-13,100.88
14-11-13,100.1
15-11-13,100.18
18-11-13,100.27
19-11-13,97.58
20-11-13,96.76
21-11-13,96.66
22-11-13,97.49
25-11-13,98.03
26-11-13,97.87
27-11-13,98.37
29-11-13,98.08
2/12/2013,99
3/12/2013,99.2
4/12/2013,99.31
5/12/2013,98.69
6/12/2013,98.33
9/12/2013,98.04
10/12/2013,97.62
11/12/2013,97.04
12/12/2013,96.45
13-12-13,96.11
16-12-13,95.39
17-12-13,95.03
18-12-13,95.48
19-12-13,95.5
20-12-13,95.11
23-12-13,95.46
24-12-13,95.13
26-12-13,95.31
27-12-13,94.84
30-12-13,96.08
31-12-13,94.86
2/1/2014,94.36
3/1/2014,94.52
6/1/2014,95.16
7/1/2014,95.66
8/1/2014,96.26
9/1/2014,96.45
10/1/2014,96.89
13-01-14,97.46
14-01-14,97.18
15-01-14,97.35
16-01-14,97.71
17-01-14,97.92
21-01-14,98.7
22-01-14,97.92
23-01-14,96.9
24-01-14,97.28
27-01-14,97.78
28-01-14,97.62
29-01-14,98.19
30-01-14,97.12
31-01-14,96.21
3/2/2014,96.13
4/2/2014,95.28
5/2/2014,94.67
6/2/2014,94.7
7/2/2014,94.36
10/2/2014,93.94
11/2/2014,93.27
12/2/2014,94.44
13-02-14,94.74
14-02-14,94.72
18-02-14,93.8
19-02-14,95.22
20-02-14,95.47
21-02-14,95.2
24-02-14,94.59
25-02-14,95.12
26-02-14,94.21
27-02-14,94.68
28-02-14,94.78
3/3/2014,95.37
4/3/2014,96.05
5/3/2014,96.03
6/3/2014,96.52
7/3/2014,97.24
10/3/2014,97.31
11/3/2014,97.41
12/3/2014,97.9
13-03-14,97.2
14-03-14,97.01
17-03-14,97.09
18-03-14,97.66
19-03-14,98.11
20-03-14,97.56
21-03-14,96.92
24-03-14,97.65
25-03-14,97.98
26-03-14,97.54
27-03-14,97.7
28-03-14,98.27
31-03-14,98.92
1/4/2014,98.2
2/4/2014,97.06
3/4/2014,97.37
4/4/2014,96.51
7/4/2014,96.38
8/4/2014,95.71
9/4/2014,95.43
10/4/2014,96.8
11/4/2014,95.72
14-04-14,95.43
15-04-14,95.26
16-04-14,94.1
17-04-14,94.44
21-04-14,95.45
22-04-14,94.38
23-04-14,95.93
24-04-14,95.14
25-04-14,96.51
28-04-14,96.3
29-04-14,96.54
30-04-14,96.84
1/5/2014,96.91
2/5/2014,97.01
5/5/2014,97.03
6/5/2014,96.41
7/5/2014,96.54
8/5/2014,95.85
9/5/2014,96.38
12/5/2014,95.41
