date,price
6/7/2009,67.3
7/7/2009,65.36
8/7/2009,69.03
9/7/2009,69.49
10/7/2009,71.62
13-07-09,70.93
14-07-09,61.24
15-07-09,63.42
16-07-09,67.55
17-07-09,67.75
20-07-09,67.72
21-07-09,67.49
22-07-09,68.07
23-07-09,68.47
24-07-09,68.26
27-07-09,67.41
28-07-09,68.36
29-07-09,69.05
30-07-09,68.27
31-07-09,67.84
3/8/2009,67.81
4/8/2009,68.18
5/8/2009,68.39
6/8/2009,67.8
7/8/2009,68.43
10/8/2009,69.71
11/8/2009,60.58
12/8/2009,61.02
13-08-09,62.05
14-08-09,62.47
17-08-09,62.98
18-08-09,63.06
19-08-09,63.25
20-08-09,62.51
21-08-09,63.04
24-08-09,63.06
25-08-09,62.8
26-08-09,64.26
27-08-09,64.75
28-08-09,65.12
31-08-09,65.29
1/9/2009,66.62
2/9/2009,66.74
3/9/2009,66.98
4/9/2009,60.79
8/9/2009,59.85
9/9/2009,59.61
10/9/2009,60.17
11/9/2009,61.08
14-09-09,60.91
15-09-09,61.3
16-09-09,60.62
17-09-09,61.18
18-09-09,61.99
21-09-09,62.31
22-09-09,63.12
23-09-09,63.36
24-09-09,63.26
25-09-09,63.23
28-09-09,63.19
29-09-09,62.44
30-09-09,63.98
1/10/2009,63.76
2/10/2009,63.7
5/10/2009,64.17
6/10/2009,64.52
7/10/2009,64.26
8/10/2009,63.56
9/10/2009,64.38
12/10/2009,64.62
13-10-09,56.69
14-10-09,57.23
15-10-09,56.89
16-10-09,55.71
19-10-09,54.1
20-10-09,52.96
21-10-09,53.4
22-10-09,53.19
23-10-09,53.48
26-10-09,53.68
27-10-09,53.42
28-10-09,53.63
29-10-09,54.5
30-10-09,53.63
2/11/2009,53.58
3/11/2009,52.95
4/11/2009,53.81
5/11/2009,54.82
6/11/2009,54.47
9/11/2009,54.28
10/11/2009,54.72
11/11/2009,55.73
12/11/2009,56.75
13-11-09,60.17
16-11-09,61.08
17-11-09,60.91
18-11-09,61.3
19-11-09,60.62
20-11-09,61.18
23-11-09,61.99
24-11-09,62.31
25-11-09,63.12
27-11-09,63.36
30-11-09,60.11
1/12/2009,60.82
2/12/2009,61.49
3/12/2009,63.68
4/12/2009,64.85
7/12/2009,63.91
8/12/2009,62.86
9/12/2009,61.73
10/12/2009,61.8
11/12/2009,61.19
14-12-09,61.84
15-12-09,60.78
16-12-09,60.11
17-12-09,60.82
18-12-09,61.49
21-12-09,66
22-12-09,69.52
23-12-09,70.58
24-12-09,70.53
28-12-09,70.29
29-12-09,70.88
30-12-09,69.5
31-12-09,70.21
4/1/2010,70
5/1/2010,78.4
6/1/2010,78.1
7/1/2010,79.61
8/1/2010,77.06
11/1/2010,76.73
12/1/2010,77.25
13-01-10,77.3
14-01-10,77.13
15-01-10,78.55
19-01-10,78.51
20-01-10,78.91
21-01-10,78.94
22-01-10,79.29
25-01-10,80.01
26-01-10,79.48
27-01-10,79.72
28-01-10,78.82
29-01-10,78.55
1/2/2010,79.28
2/2/2010,78.82
3/2/2010,79.92
4/2/2010,70.95
5/2/2010,70.05
8/2/2010,70.13
9/2/2010,70.39
10/2/2010,70.94
11/2/2010,70.36
12/2/2010,70
16-02-10,72.13
17-02-10,72.96
18-02-10,74.25
19-02-10,74.02
22-02-10,74.14
23-02-10,73.92
24-02-10,73.75
25-02-10,74.68
26-02-10,75.27
1/3/2010,76.56
2/3/2010,76.64
3/3/2010,77.26
4/3/2010,78.37
5/3/2010,77.69
8/3/2010,77.31
9/3/2010,77.67
10/3/2010,79.57
11/3/2010,79.11
12/3/2010,70.34
15-03-10,73.64
16-03-10,72.64
17-03-10,72.42
18-03-10,71.89
19-03-10,73.91
22-03-10,72.08
23-03-10,71.52
24-03-10,70.58
25-03-10,71.06
26-03-10,71.71
29-03-10,72.24
30-03-10,71.34
31-03-10,71.26
1/4/2010,71.64
5/4/2010,72.14
6/4/2010,71.34
7/4/2010,70.28
8/4/2010,70.89
9/4/2010,73.44
12/4/2010,73.46
13-04-10,74.06
14-04-10,73.71
15-04-10,74.52
16-04-10,74.54
19-04-10,75.93
20-04-10,76.09
21-04-10,75.96
22-04-10,75.56
23-04-10,75.51
26-04-10,75.7
27-04-10,75.51
28-04-10,75.91
29-04-10,76.13
30-04-10,75.76
3/5/2010,76.06
4/5/2010,76.37
5/5/2010,77.2
6/5/2010,76.76
7/5/2010,75.7
10/5/2010,77.12
11/5/2010,77.16
12/5/2010,76.87
13-05-10,77.85
14-05-10,78.64
17-05-10,79.22
18-05-10,78.58
19-05-10,77.81
20-05-10,77.84
21-05-10,78.09
24-05-10,78.87
25-05-10,79.13
26-05-10,79.6
27-05-10,79.33
28-05-10,79.14
1/6/2010,79.09
2/6/2010,79.13
3/6/2010,78.82
4/6/2010,78.95
7/6/2010,79.86
8/6/2010,79.78
9/6/2010,79.22
10/6/2010,76.84
11/6/2010,78.26
14-06-10,77.34
15-06-10,77.11
16-06-10,77.66
17-06-10,78.19
18-06-10,78.16
21-06-10,78.74
22-06-10,78.64
23-06-10,78.24
24-06-10,78.03
25-06-10,75.17
28-06-10,75.43
29-06-10,74.79
30-06-10,73.39
1/7/2010,73.75
2/7/2010,73.5
6/7/2010,72.73
7/7/2010,71.65
8/7/2010,71.9
9/7/2010,72.71
12/7/2010,71.77
13-07-10,73.94
14-07-10,72.85
15-07-10,70.88
16-07-10,70.51
19-07-10,70.6
20-07-10,77.43
21-07-10,77.49
22-07-10,77.09
23-07-10,77.09
26-07-10,76.92
27-07-10,75.18
28-07-10,71.51
29-07-10,72.69
30-07-10,72.67
2/8/2010,73.98
3/8/2010,74.11
4/8/2010,76.94
5/8/2010,80
6/8/2010,77.94
9/8/2010,77.06
10/8/2010,77
11/8/2010,77.06
12/8/2010,76.88
13-08-10,77.77
16-08-10,75.99
17-08-10,76.99
18-08-10,76.77
19-08-10,75.13
20-08-10,75.67
23-08-10,76.14
24-08-10,76.58
25-08-10,76.53
26-08-10,78.5
27-08-10,78.5
30-08-10,77.06
31-08-10,76.06
1/9/2010,74.75
2/9/2010,73.81
3/9/2010,72.13
7/9/2010,74.06
8/9/2010,72.63
9/9/2010,71.94
10/9/2010,71.56
13-09-10,69.88
14-09-10,72.58
15-09-10,79.47
16-09-10,77.56
17-09-10,78.81
20-09-10,77.25
21-09-10,76.94
22-09-10,77.13
23-09-10,73.81
24-09-10,76.81
27-09-10,81.13
28-09-10,78.25
29-09-10,81.94
30-09-10,75.99
1/10/2010,76.99
4/10/2010,76.77
5/10/2010,75.13
6/10/2010,75.67
7/10/2010,76.14
8/10/2010,76.58
11/10/2010,76.53
12/10/2010,76.79
13-10-10,80.66
14-10-10,80.72
15-10-10,80.84
18-10-10,80.26
19-10-10,80
20-10-10,80.94
21-10-10,80.17
22-10-10,70.31
25-10-10,71.39
26-10-10,71.34
27-10-10,72.91
28-10-10,72.52
29-10-10,73.9
1/11/2010,72.38
2/11/2010,71.18
3/11/2010,73
4/11/2010,73.63
5/11/2010,70.77
8/11/2010,69.59
9/11/2010,70.26
10/11/2010,70.01
11/11/2010,71.75
12/11/2010,72.33
15-11-10,72.22
16-11-10,73.98
17-11-10,73.83
18-11-10,74.57
19-11-10,74.94
22-11-10,74.35
23-11-10,72.46
24-11-10,72.52
26-11-10,76.76
29-11-10,78.55
30-11-10,78.26
1/12/2010,77.2
2/12/2010,70.28
3/12/2010,70.15
6/12/2010,69.81
7/12/2010,70.47
8/12/2010,70.54
9/12/2010,70.65
10/12/2010,68.96
13-12-10,68.61
14-12-10,69.84
15-12-10,69.65
16-12-10,71.56
17-12-10,72.74
20-12-10,73.22
21-12-10,73.68
22-12-10,73.11
23-12-10,73.53
27-12-10,73.64
28-12-10,74.32
29-12-10,73.1
30-12-10,74
31-12-10,77.1
3/1/2011,80
4/1/2011,89.14
5/1/2011,85.48
6/1/2011,89.52
7/1/2011,82.35
10/1/2011,81.57
11/1/2011,79.74
12/1/2011,80.24
13-01-11,88
14-01-11,88.72
18-01-11,90.48
19-01-11,90.15
20-01-11,89.34
21-01-11,85.11
24-01-11,87.08
25-01-11,81.55
26-01-11,83.87
27-01-11,79.19
28-01-11,82.5
31-01-11,79.33
1/2/2011,83.25
2/2/2011,84.24
3/2/2011,85.13
4/2/2011,83.22
7/2/2011,82.55
8/2/2011,79.92
9/2/2011,78.58
10/2/2011,79.25
11/2/2011,83.59
14-02-11,85.8
15-02-11,83.76
16-02-11,86.29
17-02-11,88.54
18-02-11,86.37
22-02-11,86.65
23-02-11,86.55
24-02-11,84.04
25-02-11,83.76
28-02-11,86.51
1/3/2011,85.33
2/3/2011,82.5
3/3/2011,84.36
4/3/2011,85.82
7/3/2011,87.49
8/3/2011,88.04
9/3/2011,89.77
10/3/2011,90.2
11/3/2011,89.46
14-03-11,85.74
15-03-11,84.18
16-03-11,88.64
17-03-11,89.31
18-03-11,90.58
21-03-11,88.47
22-03-11,87.99
23-03-11,85.51
24-03-11,83.05
25-03-11,85.73
28-03-11,87.8
29-03-11,89.28
30-03-11,88.15
31-03-11,90.72
1/4/2011,89.85
4/4/2011,81.46
5/4/2011,82.48
6/4/2011,83.55
7/4/2011,83.91
8/4/2011,83.8
11/4/2011,85.74
12/4/2011,86.5
13-04-11,86.71
14-04-11,87.25
15-04-11,86.79
18-04-11,86.21
19-04-11,85.77
20-04-11,85.55
21-04-11,85.75
25-04-11,86.04
26-04-11,88.82
27-04-11,87.23
28-04-11,86.19
29-04-11,86.52
2/5/2011,87.98
3/5/2011,89.03
4/5/2011,87.7
5/5/2011,88.33
6/5/2011,89.84
9/5/2011,89.88
10/5/2011,88.92
11/5/2011,89.19
12/5/2011,88.95
13-05-11,88.18
16-05-11,87.17
17-05-11,86.21
18-05-11,85.33
19-05-11,84.82
20-05-11,85.41
23-05-11,77.59
24-05-11,76.84
25-05-11,75.45
26-05-11,77.22
27-05-11,76.73
31-05-11,76.66
1/6/2011,75.89
2/6/2011,76.36
3/6/2011,76.75
6/6/2011,75.7
7/6/2011,76.53
8/6/2011,77.41
9/6/2011,77.93
10/6/2011,78.67
13-06-11,78.09
14-06-11,77.39
15-06-11,78.13
16-06-11,78.2
17-06-11,79.41
20-06-11,80.08
21-06-11,78.73
22-06-11,78.58
23-06-11,78.73
24-06-11,80.07
27-06-11,80.19
28-06-11,80.11
29-06-11,79.96
30-06-11,81.12
1/7/2011,82.57
5/7/2011,82.32
6/7/2011,82.24
7/7/2011,81.66
8/7/2011,82.79
11/7/2011,82.61
12/7/2011,82.02
13-07-11,82.91
14-07-11,83.5
15-07-11,82.66
18-07-11,84.58
19-07-11,86.26
20-07-11,85.27
21-07-11,84.89
22-07-11,84.83
25-07-11,86.11
26-07-11,85.05
27-07-11,83.62
28-07-11,84.33
29-07-11,83.19
1/8/2011,84.07
2/8/2011,84.62
3/8/2011,84.45
4/8/2011,82.15
5/8/2011,81.15
8/8/2011,80.36
9/8/2011,79.77
10/8/2011,81.9
11/8/2011,80.1
12/8/2011,80.67
15-08-11,79.66
16-08-11,80.51
17-08-11,82.24
18-08-11,80.39
19-08-11,80.29
22-08-11,81.11
23-08-11,83.23
24-08-11,84.51
25-08-11,81.95
26-08-11,82.19
29-08-11,81.18
30-08-11,81.62
31-08-11,89.9
1/9/2011,89.78
2/9/2011,89.98
6/9/2011,88
7/9/2011,76.45
8/9/2011,77.01
9/9/2011,78.77
12/9/2011,81.92
13-09-11,83.19
14-09-11,82.09
15-09-11,82.48
16-09-11,82.72
19-09-11,81.61
20-09-11,81.94
21-09-11,82.43
22-09-11,82.2
23-09-11,84.11
26-09-11,83.16
27-09-11,83.82
28-09-11,82.85
29-09-11,81.94
30-09-11,82.24
3/10/2011,82.12
4/10/2011,79.09
5/10/2011,80.76
6/10/2011,81.38
7/10/2011,80.86
10/10/2011,80.66
11/10/2011,82.01
12/10/2011,81.92
13-10-11,81.27
14-10-11,82.32
17-10-11,83.82
18-10-11,82.85
19-10-11,81.94
20-10-11,82.24
21-10-11,82.12
24-10-11,79.09
25-10-11,80.76
26-10-11,81.38
27-10-11,80.86
28-10-11,80.66
31-10-11,82.01
1/11/2011,81.92
2/11/2011,81.27
3/11/2011,80.86
4/11/2011,80.66
7/11/2011,82.01
8/11/2011,81.92
9/11/2011,81.27
10/11/2011,82.32
11/11/2011,81.43
14-11-11,80.78
15-11-11,81.73
16-11-11,82.76
17-11-11,83.27
18-11-11,83.05
21-11-11,81.96
22-11-11,82.49
23-11-11,83.25
25-11-11,83.81
28-11-11,84.27
29-11-11,84.7
30-11-11,84.79
1/12/2011,84.45
2/12/2011,83.51
5/12/2011,81.78
6/12/2011,82.85
7/12/2011,82.87
8/12/2011,81.51
9/12/2011,82.59
12/12/2011,83.34
13-12-11,84.33
14-12-11,84.17
15-12-11,84.39
16-12-11,83.75
19-12-11,83.49
20-12-11,82.92
21-12-11,82.49
22-12-11,81.74
23-12-11,83.55
27-12-11,83.42
28-12-11,82.96
29-12-11,83.99
30-12-11,80.98
3/1/2012,90
4/1/2012,97.77
5/1/2012,91.74
6/1/2012,91.49
9/1/2012,91.71
10/1/2012,91.78
11/1/2012,90.94
12/1/2012,91.72
13-01-12,100.06
17-01-12,97.77
18-01-12,95.85
19-01-12,97.45
20-01-12,98.44
23-01-12,98.62
24-01-12,96.46
25-01-12,98.06
26-01-12,99.55
27-01-12,88.16
30-01-12,87.84
31-01-12,95.42
1/2/2012,95.64
2/2/2012,99.42
3/2/2012,98.06
6/2/2012,99.5
7/2/2012,97.9
8/2/2012,99.43
9/2/2012,79.74
10/2/2012,80.24
13-02-12,91.51
14-02-12,95.64
15-02-12,99.42
16-02-12,89.49
17-02-12,89.71
21-02-12,90.85
22-02-12,98.06
23-02-12,90.8
24-02-12,91.89
27-02-12,90.78
28-02-12,90.7
29-02-12,99.42
1/3/2012,98.06
2/3/2012,99.5
5/3/2012,99.8
6/3/2012,98.6
7/3/2012,99.6
8/3/2012,90.85
9/3/2012,90.18
12/3/2012,90.34
13-03-12,91.03
14-03-12,104.71
15-03-12,100.84
16-03-12,103.82
19-03-12,104.71
20-03-12,100.82
21-03-12,104.71
22-03-12,107.93
23-03-12,110.12
26-03-12,110.08
27-03-12,100.03
28-03-12,108.75
29-03-12,101.83
30-03-12,102.28
2/4/2012,101.8
3/4/2012,101.71
4/4/2012,102.29
5/4/2012,103.48
9/4/2012,103.73
10/4/2012,102
11/4/2012,103.82
12/4/2012,104.71
13-04-12,107.93
16-04-12,104.99
17-04-12,101.12
18-04-12,104.87
19-04-12,103.79
20-04-12,104.46
23-04-12,103.98
24-04-12,101
25-04-12,104.71
26-04-12,103.82
27-04-12,104.71
30-04-12,107.93
1/5/2012,110.12
2/5/2012,110.08
3/5/2012,109.03
4/5/2012,108.75
7/5/2012,104.46
8/5/2012,103.98
9/5/2012,104.99
10/5/2012,103.93
11/5/2012,103.64
14-05-12,103.93
15-05-12,103.64
16-05-12,104.84
17-05-12,104.46
18-05-12,103.98
21-05-12,104.99
22-05-12,103.93
23-05-12,100.64
24-05-12,104.84
25-05-12,103.82
29-05-12,104.99
30-05-12,103.93
31-05-12,103.64
1/6/2012,104.84
4/6/2012,103.82
5/6/2012,101.12
6/6/2012,104.87
7/6/2012,103.79
8/6/2012,104.46
11/6/2012,103.98
12/6/2012,108.75
13-06-12,104.46
14-06-12,100.87
15-06-12,100.79
18-06-12,104.46
19-06-12,103.98
20-06-12,104.99
21-06-12,103.93
22-06-12,100.64
25-06-12,104.84
26-06-12,100.82
27-06-12,104.71
28-06-12,107.93
29-06-12,103.64
2/7/2012,104.84
3/7/2012,100.12
5/7/2012,100.87
6/7/2012,100.79
9/7/2012,104.46
10/7/2012,103.98
11/7/2012,104.99
12/7/2012,103.93
13-07-12,100.64
16-07-12,104.84
17-07-12,103.64
18-07-12,109.2
19-07-12,109.03
20-07-12,108.75
23-07-12,109.2
24-07-12,109.03
25-07-12,108.75
26-07-12,109.37
27-07-12,109.48
30-07-12,108.44
31-07-12,108.91
1/8/2012,108.93
2/8/2012,109.65
3/8/2012,109.31
6/8/2012,110.41
7/8/2012,104.99
8/8/2012,103.93
9/8/2012,101
10/8/2012,100.12
13-08-12,100.87
14-08-12,100.79
15-08-12,104.46
16-08-12,103.98
17-08-12,104.99
20-08-12,103.93
21-08-12,100.64
22-08-12,104.84
23-08-12,104.71
24-08-12,107.93
27-08-12,110.12
28-08-12,109.89
29-08-12,109.52
30-08-12,109.56
31-08-12,109.05
4/9/2012,108.82
5/9/2012,108.75
6/9/2012,107.87
7/9/2012,116
10/9/2012,112.06
11/9/2012,116
12/9/2012,114
13-09-12,113.5
14-09-12,118
17-09-12,119
18-09-12,119.5
19-09-12,118.25
20-09-12,121.5
21-09-12,121.5
24-09-12,119.12
25-09-12,116.75
26-09-12,113.5
27-09-12,111.56
28-09-12,112.25
1/10/2012,110
2/10/2012,113.5
3/10/2012,117.12
4/10/2012,115.62
5/10/2012,114.12
8/10/2012,118.81
9/10/2012,117.37
10/10/2012,114.71
11/10/2012,109.7
12/10/2012,109.25
15-10-12,109.75
16-10-12,109.81
17-10-12,109
18-10-12,108.75
19-10-12,107.87
22-10-12,113.5
23-10-12,111.56
24-10-12,112.25
25-10-12,110
26-10-12,113.5
31-10-12,117.12
1/11/2012,115.62
2/11/2012,114.12
5/11/2012,118.81
6/11/2012,117.37
7/11/2012,114.71
8/11/2012,115.02
9/11/2012,114.17
12/11/2012,113.63
13-11-12,103.73
14-11-12,115.02
15-11-12,114.17
16-11-12,113.63
19-11-12,119.5
20-11-12,118.25
21-11-12,121.5
23-11-12,121.5
26-11-12,119.12
27-11-12,116.75
28-11-12,102
29-11-12,101.65
30-11-12,103.6
3/12/2012,102.56
4/12/2012,117.99
5/12/2012,118.3
6/12/2012,118.63
7/12/2012,118.5
10/12/2012,117.5
11/12/2012,117.45
12/12/2012,107.9
13-12-12,109.75
14-12-12,109.01
17-12-12,108
18-12-12,105.29
19-12-12,109.86
20-12-12,109.1
21-12-12,111.78
24-12-12,112.19
26-12-12,112.78
27-12-12,117.99
28-12-12,118.3
31-12-12,118.63
2/1/2013,118.5
3/1/2013,131.66
4/1/2013,132.29
7/1/2013,131.96
8/1/2013,134.07
9/1/2013,134.75
10/1/2013,133.68
11/1/2013,134.28
14-01-13,130.11
15-01-13,131.32
16-01-13,129.47
17-01-13,129.73
18-01-13,130.85
22-01-13,130.88
23-01-13,119.97
24-01-13,119.78
25-01-13,120.36
28-01-13,121.36
29-01-13,120.96
30-01-13,121.01
31-01-13,120.91
1/2/2013,122.08
4/2/2013,121.69
5/2/2013,122.29
6/2/2013,121.86
7/2/2013,122.7
8/2/2013,122.71
11/2/2013,121.56
12/2/2013,121.73
13-02-13,121.62
14-02-13,124.02
15-02-13,123.94
19-02-13,124.63
20-02-13,124.54
21-02-13,124.87
22-02-13,126.01
25-02-13,126.2
26-02-13,121.73
27-02-13,121.62
28-02-13,124.02
1/3/2013,123.94
4/3/2013,124.63
5/3/2013,124.54
6/3/2013,124.87
7/3/2013,131.96
8/3/2013,134.07
11/3/2013,134.75
12/3/2013,133.68
13-03-13,134.28
14-03-13,114.18
15-03-13,114.71
18-03-13,115.02
19-03-13,114.17
20-03-13,113.63
21-03-13,114.44
22-03-13,115.27
25-03-13,105
26-03-13,104.19
27-03-13,103.06
28-03-13,103.42
1/4/2013,105.27
2/4/2013,111.87
3/4/2013,116
4/4/2013,116.62
5/4/2013,118.28
8/4/2013,113.37
9/4/2013,109
10/4/2013,109.7
11/4/2013,109.25
12/4/2013,107
15-04-13,109.19
16-04-13,110
17-04-13,109.2
18-04-13,110.12
19-04-13,108
22-04-13,108.62
23-04-13,109.75
24-04-13,109.81
25-04-13,109
26-04-13,108.75
29-04-13,107.87
30-04-13,116
1/5/2013,112.06
2/5/2013,116
3/5/2013,114
6/5/2013,113.5
7/5/2013,118
8/5/2013,119
9/5/2013,119.5
10/5/2013,118.25
13-05-13,119.62
14-05-13,115.75
15-05-13,114
16-05-13,113.5
17-05-13,118
20-05-13,119
21-05-13,119.5
22-05-13,118.25
23-05-13,119.62
24-05-13,115.75
28-05-13,119.5
29-05-13,119
30-05-13,121.5
31-05-13,121.5
3/6/2013,119.12
4/6/2013,116.75
5/6/2013,113.5
6/6/2013,111.56
7/6/2013,112.25
10/6/2013,122.71
11/6/2013,121.56
12/6/2013,121.73
13-06-13,121.62
14-06-13,124.02
17-06-13,123.94
18-06-13,124.63
19-06-13,124.54
20-06-13,124.87
21-06-13,126.01
24-06-13,126.2
25-06-13,126.3
26-06-13,126.69
27-06-13,112.19
28-06-13,112.78
1/7/2013,109.1
2/7/2013,121.69
3/7/2013,122.29
5/7/2013,121.86
8/7/2013,122.7
9/7/2013,110.37
10/7/2013,111.27
11/7/2013,110.25
12/7/2013,112.8
15-07-13,113.35
16-07-13,116.88
17-07-13,118.97
18-07-13,120.01
19-07-13,110.37
22-07-13,111.27
23-07-13,110.25
24-07-13,112.8
25-07-13,113.35
26-07-13,116.88
29-07-13,118.97
30-07-13,120.01
31-07-13,119.6
1/8/2013,120.99
2/8/2013,120.33
5/8/2013,121.9
6/8/2013,122.83
7/8/2013,120.39
8/8/2013,121.45
9/8/2013,124.63
12/8/2013,124.54
13-08-13,124.87
14-08-13,126.01
15-08-13,126.2
16-08-13,126.3
19-08-13,126.69
20-08-13,126.72
21-08-13,127.85
22-08-13,112.01
23-08-13,112.32
26-08-13,112.96
27-08-13,114.98
28-08-13,114.18
29-08-13,114.71
30-08-13,115.02
3/9/2013,114.17
4/9/2013,113.63
5/9/2013,114.44
6/9/2013,115.27
9/9/2013,111.87
10/9/2013,116
11/9/2013,116.62
12/9/2013,118.28
13-09-13,113.37
16-09-13,109
17-09-13,114
18-09-13,113.5
19-09-13,118
20-09-13,119
23-09-13,119.5
24-09-13,118.25
25-09-13,119.62
26-09-13,115.75
27-09-13,119.5
30-09-13,119
1/10/2013,121.5
2/10/2013,121.5
3/10/2013,119.12
4/10/2013,116.75
7/10/2013,113.5
8/10/2013,111.56
9/10/2013,112.25
10/10/2013,110
11/10/2013,113.5
14-10-13,117.12
15-10-13,115.62
16-10-13,126.3
17-10-13,126.69
18-10-13,112.19
21-10-13,112.78
22-10-13,109.1
23-10-13,110.37
24-10-13,111.27
25-10-13,110.25
28-10-13,112.8
29-10-13,113.35
30-10-13,116.88
31-10-13,118.97
1/11/2013,120.01
4/11/2013,109.75
5/11/2013,109.01
6/11/2013,108
7/11/2013,105.29
8/11/2013,109.86
11/11/2013,109.1
12/11/2013,111.78
13-11-13,112.19
14-11-13,112.78
15-11-13,109.1
18-11-13,110.37
19-11-13,111.27
20-11-13,110.25
21-11-13,112.8
22-11-13,113.35
25-11-13,116.88
26-11-13,116.38
27-11-13,117.03
29-11-13,116.63
2/12/2013,116.33
3/12/2013,114.49
4/12/2013,116.52
5/12/2013,117.12
6/12/2013,115.62
9/12/2013,114.12
10/12/2013,118.81
11/12/2013,117.37
12/12/2013,114.71
13-12-13,115.02
16-12-13,114.17
17-12-13,121.5
18-12-13,119.12
19-12-13,116.75
20-12-13,118.9
23-12-13,119
24-12-13,119.9
26-12-13,119.89
27-12-13,119.9
30-12-13,117.87
31-12-13,118.9
2/1/2014,120
3/1/2014,120.99
6/1/2014,120.33
7/1/2014,121.9
8/1/2014,122.83
9/1/2014,120.39
10/1/2014,121.45
13-01-14,124.63
14-01-14,124.54
15-01-14,124.87
16-01-14,126.01
17-01-14,126.2
21-01-14,127.95
22-01-14,127.91
23-01-14,128.91
24-01-14,128.46
27-01-14,130.99
28-01-14,126.69
29-01-14,126.72
30-01-14,120.33
31-01-14,118.97
3/2/2014,120.01
4/2/2014,119.6
5/2/2014,120.99
6/2/2014,120.33
7/2/2014,121.9
10/2/2014,122.83
11/2/2014,120.39
12/2/2014,121.45
13-02-14,124.63
14-02-14,124.54
18-02-14,124.87
19-02-14,126.01
20-02-14,120.18
21-02-14,121.35
24-02-14,121.09
25-02-14,121.62
26-02-14,120.93
27-02-14,120.79
28-02-14,121.37
3/3/2014,120.45
4/3/2014,121.45
5/3/2014,121.16
6/3/2014,121.67
7/3/2014,121.06
10/3/2014,121.48
11/3/2014,123.18
12/3/2014,122.92
13-03-14,122.57
14-03-14,122.27
17-03-14,121.17
18-03-14,121.06
19-03-14,121.75
20-03-14,120.68
21-03-14,121
24-03-14,120.27
25-03-14,119.65
26-03-14,119.74
27-03-14,119.64
28-03-14,119.94
31-03-14,127.22
1/4/2014,127.43
2/4/2014,127.21
3/4/2014,127.6
4/4/2014,127.99
7/4/2014,132.03
8/4/2014,131.97
9/4/2014,132.25
10/4/2014,133.46
11/4/2014,132.59
14-04-14,131.85
15-04-14,133.82
16-04-14,131.44
17-04-14,132.87
21-04-14,134.65
22-04-14,135.77
23-04-14,132.87
24-04-14,133
25-04-14,133.56
28-04-14,137.4
29-04-14,138.94
30-04-14,139.87
1/5/2014,141.25
2/5/2014,132.57
5/5/2014,132.57
6/5/2014,132.57
7/5/2014,132.57
8/5/2014,132.57
9/5/2014,132.57
12/5/2014,132.57
13-05-14,133.26
14-05-14,132.59
15-05-14,131.85
16-05-14,133.82
19-05-14,131.44
20-05-14,132.87
21-05-14,133.99
22-05-14,131.66
